reviews,stars
"This product is not worthy enough to purchase. It's heavily coated with paint to hide the flaws, however after 3 days of keeping it in the same cardboard box in which it was delivered the paint which was already coming out a bit, started to come out a lot on its own revealind the actual material used, the neck of the guitar and most of the material is plastic, not wood. I took the guitar to a professional who confirmed it and clearly said that even the sound from this guitar is not accurate or even close to 'accurate'. I didn't play it yet, took it to get tuned, and it turns out that it cannot be tuned properly as well. The strings even after tightening are loosing their grip and as a result after a point it will break or come out as per what the professional told me. Its not worth at all.. it'd be better to move it and go to a shop and purchase it in person. This is not for either 'Beginners' or anyone.. WORST PRODUCT EVER ORDERED! AND I WANT MY MONEY BACK.. I saved money especially for a guitar and now i regret ordering it..",1
For beginning its good,4
Like,4
Firstly the packing of my guitar was too good it came in a bubble rapped and a corogated box .  Its awsome .. good product for the beginners can be easily tuned and strings can easily be changed. No rocket science. I love it m very happy. I also use it for my photoshoots.  Pre wedding. With my clients,5
I like the guitar but I didn't get the cover of guitar this is a very big mistake that Amazon have made,3
"I am a complete novice to the world of guitaring. Still going by the feel of it I can say I have received a good product for the money I have spent. Looks sleek and has an appealing well polished look. Could instantly start strikeing the cords after a little bit of intutive tuning, and it all sounded soothing and melodious. Packaging requires a special mention as it was simple out of the world! Came in a huuuuuuuge box that was huge enough to contain a 50"" LED inside. It was all wrapped in a never-ending array of miniature sized plastic air cussions, that, as an add on, could serve as an interesting toy, if u have kids in your home. Initially on I could not find the belt, the extra set of strings etc that were mentioned in the product description, and thought they were missing; but shortly after did discover them inside the side pocket on the the guitar bag. Everyone around was happy to take a look at it, and happier still after trying their hands on it ☺. Being a complete novice can't comment much on the technicalities of  it but can say this much: it looks great, feels good to hold on to, sounds melodious and brigs a smile on the faces of people around. Highly recommended!",5
"If you are looking out to buy an economical and a clear sounding acoustic guitar , please go ahead and get this. I was a bit skeptical about buying this guitar considering its low price and unknown brand (Juarez) , but ..Boy!! This exceeded my expectations. please look inside the pocket of guitar cover for you accessories and extra strings!! And delivery condition was amazing, as some one already posted with pictures, when the order reaches us, we will all have this question, who the hell ordered a huge LCD screen TV??? but, beware...that's your guitar packed in a giant package to prevent it from damages. so, i'd say, go for it and happy strumming. cheers amigos.",4
"Seems good for this price, need to keep tuning it but otherwise sound is fine. It’s light weighed and small thus easy to hold. Packaging in which it came wasn’t too impressive, good that there wasn’t any breakage or defect.",4
For beginners it is great product. I received my product in good condition so iam very happy with the product. Sound quality is so nice for begineer level. Packinging also good. You can happily buy this product.,4
,3
Quality is poor,3
Worst quality,1
"This guitar is mainly for the beginners! Once you learn how to play it, you won't feel to play this one. This guitar is smaller than the original size of acoustic guitar. So, you can buy this one if you are a beginner!",4
This is unexpected on this price,4
Very good design and best for beginners 👍,4
"This is a good product if you are a bit familiar with a guitar and want a something in a low price range, you can go for it. If you are an absolute beginner I would suggest you to go for a little better quality because beginners need to get some success initially​ to keep their interest and morals high, I'm writing this because you might get to struggle with the fret board initially with this product, with some effort you can get used to it, Amazon delivery was spot on, nice packaging and amazing service.",4
Very good product on low budget for beginners .The only fault is that in the pic plectrum is shown but they give only guitar and bag,3
The price is affordable and quality is not that bad. Its working fine. I purchased this guitar for my kid who is moody so not sure if he will continue to learn guitar in long run so for me this was good option to buy as the price suits my pocket.. and its have been 6 months using it. No regrets,4
"Nice Guitar, my suggestion is learn it then play because if you don't know how to play after purchasing, it my effect both your interest and confidence.",4
You should tune the guitar before use . It doesn't come with tuned guitar strings and you can I do in only (DIY) home using 3rd party apps to tune,4
Nice product,3
I purchased this guitar as a beginner. It's third day and i didn't played much and the first string already broken. The action is high so you have to press hard which is painful for fingers. Sound is good and it's cheap too but now i think i should have purchased a good one,3
Fast delivery good for beginners thanks अमेझॉन,3
"My review is divided into two parts.1st - about amazon.>> best e-commerce website with all genuine products>> delivery of product is more safer than car airbags>> packaging was excellent, not even a single scratch on product.>> one day delivery.2nd  - about product>> product is good for beginners.>> quality is cheap, but you can't expect much at this price range.>> only issue I had is that standard guitar strings doesn't need to press that hard as this guitar strings required to hold down.>> it doesn't sound exactly what standard guitar sounds like,but it's an medium size guitar and as per price it is satisfactory product.Conclusion >> if you are beginner then go for it, professionals anyways don't look for guitar at this price range.>> if you want to buy good quality guitar at this price range then buy second hand guitar (olx), you will definitely find much more good quality product than this one.",3
obusly its not great but value for money. good for those who just want to learn basic guitar skills.,3
"The sound quality is too awesome for the price range, the only issue is the distance of string and board",5
The product broke within 2 to 3 uses... the screw was fixed with glue instead of being fixed properly. Completely dissatisfied with the product.Putting a complain with the seller now.,1
Great for beginners and kids who wants to learn guitar,3
Thank you so much for lovely guitar. i would like to suggest you can buy this product if you are beginner. do not go for expensive guitar. Its take 2 or 3 month for being perfect.,5
Fantastic & fabulous :)Good sound quality & great build quality.Best quality for beginners and professional career.,5
Although the action (distance between fret board and string) is little high but its really okay once you train your fingers for it.Don't expect a high brand quality but its value is wonderful for this price and is perfect for beginners.If you are a beginner then go for it!!Some people are having problem regarding strap attachment...  Attaching strap is quite simple:One end goes at the bottom knob and other end is ties to a string provided in the pack and the string is tied to the neck!!,4
Worth for the price......body is too good .....color is as shown the problem was with the strings.....they were not tuned....it took much time for me to tune it correctly....if it happen with anyone u can tune with guitar tuna app ......,4
"The product comes in well packed state and it have to be tuned after unpacking, The sound quality is good, in such a low price, the look of guitar is good in appearance and well structured, i suggest you to buy it with other doubts, and enjoy this acostic guitar from juarez.",4
I don't have any idea regarding guitars.I have gone through all sites and bought this one. Actually it looks great and sound quality is good and good for beginners like me.worth buying for beginners at this price,4
Best for beginners and im satisfied,4
This guitar was initially delivered with broken strings.the eagerly awaited replacement came but the base was unstuck in sich a way as to make it impossible to use. Very disappointing gift for my grandson. Still hoping this time the problem is sorted and he receivesa good guitar,3
I would have given it five stars but the quality of the material used is a littpe cheaper...ofcourse at this prize u cant expect too much..but still...Overall the product is good ...its more than enough for beginners...as  i m one of them....The packing by tue amazon is just amazing...i mean hats off amazon really.....amazon might have done phd or something in packing...But packing was too goodAnd one tip..Dont try to set up the guitar urself....i mean i broke a string by tightning it too much so.. :),4
Amazing product! Sound quality is good.  Make is beautiful. Genuinely satisfied with the product.,4
It's values for money product. Brought this for 1800/-Product was delivered with a good condition,5
It's really a good one for beginners.My string broke on the very first day.It would be better if u change the strings and start practicing. All the beginners just give it a try😉,4
"Firstly I got a damaged Guitar after replacement I got new guitar which was damn good and the sound is so so perfect but it's pick is made up of plastic because of it, guitar produces harsh sound so I request u not to Provide plastic picks it gives a beginner wrost experience although it's good product",4
This iss actually a good one for beginners and for advanced players as well. However I did not liked its sound quality and the wires. They were very thin as compared to a high end guitar.,4
"Overall good for new learners..build quality is too low,when i opened the packing  with full excitement, inside the guitar was damaged..Can you atleast provide a good protectice covering,as most of the guitars are cracked😏",3
"I bought this guitar for a family member who was interested in learning to play the guitar. The sound is alright though the bass isn't as deep and pronounced. Its body is smooth and looks much more premium than the price suggests. The action between the strings and the fretboard is quite low making it easy to hold chords and play cleanly without much effort.However, I had a problem with the tuning pegs upon changing strings. That's about the only issue so far.",4
I have started learning guitar 6 months ago and I am glad i selected this one. I brought it to impress my crush. I wanted to play her favourite Enrique song (Somebody's me). The quality of this product is ultra good for biggenners. (Especially if you are only aiming to learn handful of songs). It was super difficult in the beginning but I have learned 5 songs till now. This guitar has served it's purpose ☺️.,5
"I liked it because it is making justice to it's price, overall quality is good I have it for around 2 years but it's still working well. It comes with extra strings and Cove.",4
Absolute for bigginer good quality,4
"I bought it for my kid. I got it for Rs.1700/- and that is the price of just a toy!Pros:1. The guitar is good looking, light weight, a bit small. Suited for kids.2. Cover, straps, picks and extra strings were there as promised.Cons:1. Fret board uneven. The dots for the 3rd 5th and 7th are protruding out, making bends and slides almost impossible without getting hurt.2. No truss rod and the fret-board is bent. Natural harmonic and fretted note at the 12th fret for all the strings are off by almost a semitone.3. Frequent de-tuning.The guitar could be a good starter for a slide guitar novice .It  is quite ok if you just want to sing along playing chords. (Do not mix top fretted chords and open chords with bottom fretted chords in a song, it will be almost a semitone off.)Three stars are for the price, looks and accessories.",3
"Appearance wise it would be very appealing. The sound quality is not up to the mark. The product quality is not at all good. A little jerk would actually put a dent on the guitar, not a scratch but directly a dent.Please don't buy it, don't waste money. Look for other options.",3
"This is the best guitar one could get in this range. Totally suitable for absolute beginners. The wood quality is excellent, the strings are great and hence the sound quality is amazing. For enthusiasts, who are looking to start learning guitar, this is the best buy. I'm very happy and satisfied with this product.",5
Guitar is delivered in nice condition although its packaging very poor & unsafe for long transportation. I have got only One ( 1 )Guitar Pick but not 2 as described in the display and without any Extra string as promised by Amazon choice. Over all built in quality in best at this prices and I am satisfied to gift it to my son on his birthday.,4
A very awesome Guitar at this range! Well builted guitar work! And sound quality is awesome..! If You Are A beginner then You Should Go For This!! Love Juarez!!❤❤,4
Price ans make is perfect for beginners but the G string was faulty in the Guitar I got. Despite taking to various shops the same could not be tuned and as a result guitar is of no use.Pls consult a guitarist before buying rather going for the price attraction.,2
Nice quality of sound .... You can too go for it .....just being a beginner I like it so much,4
"Delivered before time ,Product is exactly as mentioned on the display, Good quality materials including the cover bag and belt, Thanks to Amazon, Keep it up",4
Nice for beginners,4
"I'm writing this a couple of days after delivery, and so far, I haven't had any trouble.Delivery-I'm very pleasantly surprised; it arrived within 24 hours as promised. Prime ftw.The packing was immaculate. A hard box, with the guitar covered and bubble-wrapped. The guitar bag was wrapped up in the box, along with the plectrums (0.71 mm), extra strings, and the guitar strap. The guitar itself was largely intact; it had a couple of tiny scratches, but they're so small, I couldn't even get a clear enough picture. It has metal strings and the knobs turn smoothly without resistance. Tuning the guitar didn't take long, and the resonance sounds pretty great.It's a simple sort of an instrument, without the frills of a Fender acoustic to adjust volume and tone, but for about 2k, with all the add-ons, I think it's an absolute steal.",5
"I don't know why the people write the negetive review about the product .Anyways I Bought this product keep thinking in mind ""Pta nahi kaisa hoga"". But once i got the guitar all doubt gone down. Guitar looks stylish for me , I am new to Guitar So i tuned it firstly and tried to play and it just rock. Good sound produces. I am happy. But yes need for caring like a baby :D as this is light weight. but worth of this price tag.",4
just buy it only if you are a biggner!!!!!!!!!!!Cons !!1... Small2... 18 frets3... treble4... no belt knob on guitar5.. buy 24 frets or less not 186.. the distance between the string base in  front of thee guitar hole the distance is too much if you have to playbuy fingers (thumb picking) there is no place to rest your hand because the distance is too much (if you have a guitar only then you would understand ..6..)Pros1.. made presizly for biggners2...light3.. string action is close so learning cords gets easy4.... cheap ... first learn then buy an expensive 1 s5....worth the money i say bang of it6... its china made but quality is firmsorry for the english social media has ruined my vocabulary..  i suggest buy 1 for around 5 k from a retailer with someone who knows about this machine,3
"I was using this guitar for more than 6 months and I didn't found any problem for beginners.Yes it has some mistakes while making the guitar such as high distance between the fretboard and strings, dots on the guitar, total number of frets, hardness of strings, scratches on the body, small dent on body etc. But what you can expect to get in 2000rs.Still It is good for beginners who have small budget for learning the guitar. You can purchase this guitar for learning the basics and can use it for maximum 4 to 5 months and then move on for Yamaha, Cort or Fender guitars.",3
"Peg were not fixed, strings were not fixed",3
It is good for begginers..👌👍,4
it has been a year i had bought it is in a very good condition as in looks but i never knew hat it is painted ......i thought is the wood in whole but it was not and the paint in the edges are getting out and main thing is the strings are not tuning,3
"The media could not be loaded.
                



 I liked nothing just need a refund",1
I like the colour and design of this product. It will be a good start for beginners sound quality is good but I've received my order already opened packaging the outerbox was already opened and the guitar has many spots (colour fades) although I know it is an average quality product but you guys should packed the product well.,3
The string is not good quality,1
"The media could not be loaded.
                



 Body of the guitar is not much good, Color may be getting out after some days. It's may be break.",1
Colour feds up soo easily just by putting hand on it.,1
Best to beginners,5
Poor quality of string nd bag,3
I like the guitar but deliver is not good because I haven't my pick for guitar in package....nd in app they show us pick is already inserted. But I can't see my pick hear...What can I do...??,3
Fabulous,4
VERRY EXELENT GUITAR ON THIS PRICE RANGE SOUND IS GOOD BODY IS GOOD STRINGS ARE GOOD In short everything is awsome and you get a carry bag for guitar free with it !!!!!!!💰💰💰💰VALUE FOR MONEY 💰💰💰💰,5
"The guitar is good, but I received the guitar bag with broken zip, and the size of the guitar bag is not suitable to this middle, the guitar is not going / fitting in the bag, kindly arrange for the other bag.If you provide the offers with giving free the bag with low quality, which is not made for this guitar size, why such offers you give with the guitars, ...please sort my query.",3
Liked,4
Best guitar at its price....must buy good product,4
"This is has the best sound quality, but apart from that, the structure of the guitar is very hard especially the fret board. Wouldn't recommend it for beginners. So to speak about its fret board alil high making the string rise up.",3
"i bought it for my 10yr old kid. it was the best ecnomical option considering the uncertainty of1. whether she would continue learning the guitar.2. she getting used to handling a  exp instrument.the finish does feel cheap, but so are guitars at 5k.i would buy a better brand if it was not for a beginner.reviewers should not be comparing it with a 10k guitar and complain about it.",4
"Good product at the given price . There is however one problem with the product delivered to me ...there is only one hook for the strap , the other hook is missing. And also the white border arpund the guitar body should have had a better finishing . Other than that the sound is really at this price and the guitar being a small one comes in very handy and comfortable to hold and play specially for new beginners . Packaging is really good .",4
"The media could not be loaded.
                



 I purchased this product for ₹1649 in Amazon Great Indian Festival.This guitar is totally awesome for beginners. Build quality is super. Quite best stuff at this range of price. I was worried about the delivery of this product, thought that there may be damages while handling this product from the place of origin to the destination place . But all went wellA total thumbs down for packing👎👎The outer box wasn't sealed well with Amazon's packing tape and the bill was totally crushed.",4
"It is good guitar for extreme beginners. The action is kind of very high and you can feel it while playing. But the sound it creates is nice at this price range but if you have a better budget, go for other brands and dreadnought size...in small size guitar without trust rod like this it is very difficult to adjust the action. I have to taper my bridge several times but still my fingers hurts",4
"Product is good and as per the specifications.AS described in the order, extra Strings and Picks are missing in the pack.Kindly check.Thank youa",3
Guitar are good.Single dent is not present.Very attractive,5
I like it,3
"The item is extremely good for beginners. Comparing to the price of the item , this is a perfect deal. If you have just started playing a guitar go ahead with the item.",4
"Good sound, great feel.Doesn't have a truss rod which adjust the neck. So have to keep it untune after playing. After an year or so the guitar was bent to front and was unable to play Barr chords. Good for 1 year or max 2 years",5
"The media could not be loaded.
                



 I liked the size of guitar which is compatible for all learners. Also, sound quality is good. Guitar with this price range will all features, great deal!!!Mike socket is not there in guitar.",5
"Its good for beginners as it gives sound nicely but tunning it is a little hard, over-all good so far",4
"I am playing guitar for 17 years and I haven't seen a Bad guitar like this one ever.  This is not even a real guitar. It is simply a toy. The fretboard is a joke. It was arrived neck broken, never mind.  The quality is awful too. It is very light, the neck was loosely attached and the wood was very bad,I need a refund, I don't want replacment.Simply don't buy it. Waste of money.Re. The situation becomes pathetic when the refund part comes, they simply avoided pickup telling verification failure and didn't also replaced the order.  Nuisance is going on here.",1
"Good one but only for beginners ofcourse.Just one suggestion, buy it in deals time if there is no rush, you will get very good discount.",4
Super,4
"The presentation of the product was not good. A lot of cardboard was wasted, the cover was scratched and the writing on the cover is just falling off. I would like it if it was in the price range of ₹1500.",4
Nice guitar still working,4
The best product👌🏻👌🏻Superb😍..........Best sound quality...,4
Guitar tuning is not working defective both time. Not happy with product quality.,1
"This guitar is priced exceptionally well for what it is. Its a boon for someone who's new to the guitar world and is pretty easy to play after you practice a lil bit.Overall, highly recommend.",5
It's good for the beginner....The product was great but they don't give all the product......,3
"It's fun to start knowing the different  sounds from each string, good to develope interest for music and learn",4
"It's a good guitar for this price. But, one of my stirng got broken so early, that's why 3 stars, and also I had to press the strings little but harder which hurts a little more.Apart from that ,this guitar is all good.",3
"Overall guitar seems good but the only problem is that the distance between freck and strings are very much due to which high action is needed which cause pains in finger after some time.If you can afford 1-2K more,then purchase a good one instead of it.",3
Easy to learn to the tune.,4
"Hi This is the most awesome guitar for the begginersthe product really works well and also well designed.. Worthy product at this price.. If u r looking a guitar for practice blindly go ahead and order this guitarIts sound good. Built quality good. Its came up with a guitar cover, two nos of pic, guitar holding strap, and one set of six nos string",5
"First off, this is an insanely cheap product. So keep that in mind. The fretboard is completely flat so it's really hard to play bar chords.The sound quality is okay at best. The steel strings are really poor and both pairs snapped very quickly for me. But that was okay since a good set will only cost you ₹350. If you are not sure about investing in a good guitar yet, this is will do the job.",3
"Good presentation.Average built quality.Average sound quality.In less than 2k it's worth the money.If you are a beginner like me who don't have more than 2k, can buy this Guitar or If you are like me who's not sure whether you can make a habit of playing guitar every day can buy this. But if you get serious about learning Guitar eventually in few months you have to upgrade this.",3
It just broke,1
I would say it is working fine till now. I dont even expect an item of this price to last this long.  So for beginners..yes you can go for it.,4
Product nice but in 3rd string is not assemble. It's a dammage string cable.,4
Excellent 👍👍👍 I even started playing this every where I go.I don't have much knowledge about guitar but after purchasing this I started giving coaching to 1000+ students Arjit Singh is one of them.Justin is also coming to India just for my Wonderful lessons thank you Amazon for making my life special 😍😍😍Guitar is just awesome 👍,5
"You get what you pay for, if you are a beginner ""don't buy"". Get something better probably a F310 by Yamaha. I bought this to have something to play while i am at my parents house. Not my primary guitar.",3
Best Sound quality🥰,5
"Quality is not that much good, but 1.5k to 2k is worth",4
"first of all, i would like to tell this...""WORTH THE MONEY...!!"" I got this awesome guitar for Rs.1990/- only. I didn't expect or find any guitar at this price range and in this quality..!! Am a total beginner and this is the first time am holding a guitar..and man..this feels so awesome..fits n sounds perfect..!! all the accessories are included with good quality(strap+replacement strings+picks+nylon bag).DON'T FORGET TO TUNE YOUR GUITAR BEFORE EVERY SESSION..& ALSO KEEP YOUR GUITAR CLEAN FOR LONG LASTING..PROS: LIGHT WEIGHT, WELL BUILT QUALITY, NICE WORKMANSHIP, SOUNDS GOOD IN THIS PRICE, BUILD QUALITY IS AWESOME.CONS: PAINT IS A BIT PEELING OFF(BUT NOT AN ISSUE)SUGGESTIONS: DO BUY A TUNER ALONG WITH THIS GUITAR...!! I WOULD PREFER THIS TUNER.. 
Kadence Digital Chromatic Tuner for Guitar, Bass, Violin & Ukele
I would recommend this one if you are a complete beginner and don't wanna invest more money... :) hope my review helps in choosing a right guitar.....GO FOR IT GUYS..!! :)",5
"I was worried about how this guiter will be. when i opened i was so shocked 😲. it just amazing 🤩. i never played guiter before.i bought this just for keeping me busy sound quality,durability,looks just awesome.i am using yousician and justin guiter app for learning.i am so happy with amazon and juarez 😊.Thank You.🙏",5
The gears behind the tuning pegs are made of plastic which is a major drawback. And also one of it broke the second day while tuning the guitar also it won't allow the guitar to stay tuned for a longer period of time.,3
"This is not a full size guitar, good for learner in the age group upto 10 yrs. I have not yet tried to tune it. I consulted my music teacher and he suggested to return it, unfortunately I am stuck with it. He suggested me to buy Granada guitar model no PRS-1 39"" acoustic.",4
"If you never touched any guitar before, so this is the best you can get at this price. If you want to learn the guitar for the first time then go for it otherwise if you aren't a begginer then you should probably get some better guitar around 5k or more.",4
Is too small  I think is size is big but ....,3
"Its one of the best quality guitar for beginners.Its build is not thay great , i mean when Carry it it feels really light but the quality of the wood i would say is not upto tje mark u just have to give more care to it.Bht anyway its the nice one to purchase under 2300 .Go for it without any second thought.",5
"Guitar was too good! Worth for price, but little damage in body and worst backpack... because back pack is too small",4
The product is seems to very nice. The material is also very good. It's perfect for beginners. Some of chords are hard to set that's why I give 4 stars.,4
I ordered acoustic guitar of juarez after my friend suggested it but I got a defect one...i don't know guitar my friend who is a expert came to help me in tuning the guitar... He looked at The tuning screw and it's broken .... I was super excited to look at the guitar I didn't look at the details. Ordered for a replacement let's see what will happen,3
"The guitar is very good.and its quality is also very good.its the best guitar and its price is also so good.i am very happy with it,but the only thing i didnt liked is the guitars covers chain was broken only this is my dislike.but the guitar is very good you can buy it without any hesitation or any worry of quality or price.",5
"I got delivery last week, but it was found with crak. I requested for return and within one week I got new one.I am perfectly satisfied. Good for entry level.",4
"Amazon's packaging is always good. The guitar is good for beginners learning chords. Check with the price, you can't compare others with that price",4
I think the product is fantastic but the sound quality is not soo good as expected...all over the guitar is good...But the 1st day I bought it my strings just broken but let it be the guitar was good 😊☺️❤️,3
Overall it's a nice product under 2000 but After 4 days of playing this is 3rd string had broken But Amazon has already provided another string free of cost so thanks to it....The bag is the best and belt is also the best..... But there is some color are faded ..... But according to my opinion it's a best product under 2 thousand.....,4
"It's good for beginners , also affordable,",3
I like its appearence but it shows many scretches and i find many scratches first time after opening the guiter pacage😐🤔I think it was used and the strings are not at all good😅😥😥😥😥😓😓😓😓😓😓😓😓,3
Best as per Price....,4
There was no bag neither extra strings with it ! Hope u guys will replace this and send the missing items with the new one,4
Sound quality  is so awesome  but they have no truss rod,1
"First of all I got this Guitar in 1999/- only. I have checked in Marked & I did not found basic guitar in less than 3000. So 1999/- deal is very good & for this I really thanks to AMZON.As I am completely new eyt to learn the Guitar, so for new person like me its really good deal.The Guitar was packaged so well as i got Biiiiig box like 40 inch TV. Guitar was well protected in the box. Image has shown white stripes on Guitar, but I received full black Guitar & it looks very awesome & cool. Guitar is in black glossy color.Image has shown 2 pics but i got 3 pics in the Guitar cover as well as extra 5 strings.Guitar Cover is looks so so, but at the rate of 1999/- it is very good.Overall in this rate you will not get guitar like this in Market.Go for It...",5
"My experience with this wasn't much great, just after opening this when is used it, it's string broke within a split second.",4
It's good for the price being offered but isn't quite what I though. The zip and the strap of the bag broke the very first day.Not very good for beginners as the there isn't the acoustic kind of reverb because of the wood being used.,3
"For someone who wants to seriously learn, may be you can spend a bit more.My main problem with this is that the Fret to String distance(Action) is too much!The frets are almost flat to the board and hence you need to press hard.Its difficult to play Barre chords due to the requirement of pressing the string too hard.",3
"Hello guys, A sound quality is very good. Easy to learn. And best guitar for beginners to learn.",5
"I am a non-guitarist person and wanted to gift this guitar to my husband who has knowledge of music and instrument of all kind.It was a Diwali gift and received exactly on the day of Diwali.. what else you want? Perfect delivery !!!Guitar looks nice and has all descriptive items with it.However, my all happiness went to a toss when I saw the size of Guitar.. It is indeed beautiful & perfect for a kid but not for a grown up person.So if you want to get this for your kid (till age of 15) its worth.. else please spend a little more and get a better guitar..Thanks Amazon for the perfect delivery, bound to return the product !!",3
"Reviewing after few weeks of use- This is the best budget guitar, I've bean used signature's guitar since 2 years and bought this , found it's quality upto the mark, sond is so pure..just tune properly, and the best part- very very attractive glossy colour.❤️thank you Amazon.",5
Sting are not applied successfully,3
Not good,1
"When guitar was delivered it had only 1 carboard packaging. Due to which it got damaged a bit. Its just the paint job but packaging could be and should be better, as its delicate product.Given price range, sounds good.",3
Good buy,4
Guitar is one size small if it had been 40+ inches then i think price would be best but yes for biggner it is okay NOT RECOMMEND FOR TALL ( ABOVE 6 FEET 2 INCHES) AND HEALTHY SIZE,4
I would suggest all the beginners as well as even regular performers to have this guitar!  The quality is of topmost class and it doesn't hurt much while using the metal strings and it's really easy to pick any tune/chord of any song as its compact as compared to other biG GUITARS! Highly Recommended for Beginners!🔥🔥🙌,5
It's very easy to learn specially for the beginners.And the best part is the sound quality.i would highly suggest you to just give this product a try .Thank you !,5
Gap between string and fret board is too high so hard to play,4
"Everything is great , sounds very good  , packaged well and was delivered in 3 days ( ignoring due to lockdown) . Literally I don't know how to play but learning A chord today was very painful and my finger tips are paining too much as well. But later on that habit would develop. So overall a nice product in nice budjet.",5
"Very nice and cute guitar. Finishing and color also super. I'm very much happy with this guitar. Packing is awsome. From amazon side evrything  perfect. But deliver side was worst. They are not professional et al. The product reached Bangalore 2 days before the expecting date but courier people could not deliver the product, i personaly followed  and remind them to deliver the product. Plz develop ur delier side. At the end im very much happy.",4
It a really nice guitar at Rs2150. It is good for beginners. Sound is also good. It would have been better if the guitar came tuned.,4
The bag is torn the print on the guitar is gone and there is no pick and string set delivered which was mentioned in the details,2
I'm too much happy with this product. Overall experience shopping from amazon was very fantastic. the packaging of product is also good. Happy with this product.,5
Good looks but bend it soon there is no chance to resolve it,1
"It is smaller than a regular size guitar , very delicate.. And there is no neck nut so the neck may bend in few months, but I'm satisfied , what more you can expect in such a price.. I bought it in just 1790 rupees so I'm happy...If you are a beginner with a very tight budget then I can recommend this to you.But the amazon packaging is very pathetic.",4
Hi you all who are buying this it’s the best one yet but the devery boy broke mine so I applied for the new one first of all it’s the best guitar I have ever had the finishing is awesome so if you are playing for that just don’t think go for this one that’s it,5
"Guitar is Too good I love it.......But damage in 3 days....Here’s what you need to know before you read this review; first, I am not a professional musician/guitar player; however, I consider myself quite a musical person and I do own a few musical instruments including some Casio and Yamaha keyboards, flutes and have owned some very professional musical studio equipment including sound boards like AWE64 and 32 from Creative; of course, I have reviewed tons of these kind of things in the past.So, I have done quite a bit of messing around, just not a ‘professional’ type; keep that in mind. So, if you are looking at this guitar, probably you are starting out, or you simply don’t want to spend too much money on getting one of the bigger brand names; whatever, it is I hope this review helps you decide.What I liked",5
"Awesome guitar at this price.. bought during diwali sale at rs 1999 only.As I am a absolute beginner it is perfect for me to practice.size 38 inch is also good. And the sound is also nice.just go for it.Got delivered before diwali though delivery date was scheduled for 2 nov.. fast delivery by Amazon as always 5 stars for that.And the packaging. Salute you amazon for that. 5his product was in such a big box my neighbours and relative thought it may be LED tv 😂. It was in a big big big box.. and safely delivered. The product was also fresh and unused. Totally satisfied with product.And yes, I feel proud I am a prime member of amazon.. Amazon's customer support is soo so good no one can beat that.. thank you very much..overall 5 stars rating.. you are perfect..flipkart is still your child and always be..😂.",5
"The media could not be loaded.
                



 Not satisfied due to product has to find broken. Please change immediately!!",1
Best for beginners.  Compact size will be helpful for beginners. At this price range this is value for money.,4
Nice guitar but sound quality is not that much.. but for beginners its good,3
The string get  loose soon,4
This guitar is cheap that is the advantage but This product is not for beginners who want to really learn guitar for professional purpose..Rather I would say there are better guitar available,4
it came with big package and my brother loves it alot ❤️❤️❤️thank you amazon you are helping us to fulfill dreams in lockdown,4
Best to start with it.Very light in weightString is good.Sound- I am really not satisfied with it. But I will visit my teacher and ask about if we can change it or do change in the string settings,5
I'm a beginner and this is my first guitar. I find no problems with this product. I snapped my string twice but I think it may be my error.,5
This guitar is  good for beginners though the product has some or the other default.My guitar was broken and it's paint was out but I am satisfied with it.Recommended for those who want good in less amount.,3
Worth of 2500₹,4
"If you're willing to have a guitar and not very much into music then this guitar is perfect.better than any thing you can get in around 2k.now as far as guitar is concerned it's nice, quality is good, sound is prety decent, but action is a bit high so you might find it hard to play bare cords , overall it's very good.if you're beganer and putting your hand first time on guitar you might find it hard for 2-3 days or even week but don't quit after some time it'll be easy.now if you want a guitar and tight on budget go for this without having a second thought but if you can afford more then leave this and buy yamaha f310 because that will be with you for longer time.",5
Distance between string and fret board is comparitively more. Tail and tuning pegs are of plastic. Apart from that...good one..Edited after three weeks.....the tuning pegs back tooth broked....I have to buy new ones..that cost 500,3
West,3
Sound quality is not same like other guitar,3
"It is good , but it's very hard to practice. And the guitar sound is also not soo good . More or less , it is like a toy",3
This guitar is a must guy guitar for all kind of learners especially for beginners.I bought this one a month ago and by the experience of learning to play it regularly I would say it is a perfect one.It is very comfortable and Handy. Go for it.,4
This is awesome pr jb mene yehi product offer pr 1600rs me mngvaya to muze Mila nhi boht bura lga or 7 days tk wait kraya pr 2000 me bhi acha hai 😍😍 Bhai fingers pain hadd hota hai 😫😫,4
"It's ok for beginners,and cost is valuable price well,looks good ,but.....Product guaranty was doubt ,because it's too thin materials for broken chances are most",4
"After using it for 1 year, I am writing this review...Pros:Sound Quality: It produces crisp, loud sound.Design: It is a small guitar with cutaway design and it's easy to carry.Cons:Lack of trusrod: There is no trusrod in the guitar. Once the neckbending starts, it's hard to repair or continue playing.Bass: The material is very thin and there is no bass if you thump.Build Quality: The build material is very average.Overall it's a good guitar to start with but if you build interest you have to save bucks for a better one.Thank you",3
Good for starters . But e string was off when i bought it .12th fret has wrong dots. Sound was kind of dull when bought. D and g string were rusted. But good for starters and simple fingerstyle.,3
It is good acoustic guitar for begginers. It is not so costly as  other professional guitars. You can learn with the help of YouTube so if you want to learn guitar you can pick this one cheapest guitar,4
"It ok in this price point but it's not for long time use, you use only 3-4 months and then is destroyed",2
