reviews,stars
For a beginner this guitar is good. All good except that the second string has to be pressed down extra hard. Rather than encouraging new players it will discourage them as the finger tips hurt a lot on 2nd string.,3
Amazing product,4
An excellent cheap option for beginners. Value for money. Reached in good condition even though the packing was poor.,5
Guitar is fine... Packing is ok... But the stricker is missing,4
Sound is not good,4
Well not bad,4
"Good not bad, it's ok for bigginners",3
"The colour was perfect, my grandson 9 th birthday gift. He loves it.Thank you seller and Amazon.",5
Its amazing and best for beginners. But its sound is some heavy than usual guitar’s sound after tuning also.Overall it good.,5
"The media could not be loaded.
                



 Value for money .Best for beginner",5
Guitar seems to be decent but wrap around belt which was there seem to be useless bcoz there needs to be two hooks in which one was missing.Really strange for the guy who was building this never thought of adding one more hook...,3
The media could not be loaded.,5
Overall good fret material was not good as expected but good at this price thank you for the good delivery,4
"Its very very good...I really satisfied for guitar and its quality ,.Heartily thanks for marketing system and workers.",5
Guitar sounds great 👍 cheap price but it's a good guitar,5
The product is good bt not so good as it started charging it shades (wooden base) within a week aftr regular use.,2
It was okay. Sound quality is not that much.,3
Well I like this guitar very much. But the product is scratched. So it slightly disappointed me. Besides that it is a very good guitar with good sound quality,5
Good,4
This guitar is really too good for beginners and worthwhile to buy.sound quality is also good . Strings are perfect and sounds cool.,5
"Very bad cos' the first time i pluck the strings, the e string broke. The quality is very poor. I received the product yesterday and today the strings broke. Honestly what kind of a product is that? Now i don't know whether they will replace the product or not? What a headache and a waste of money! That was my hard earney money of two weeks !! Can any one of you guys tell me a solution?",2
Good,4
There are some scratches on the guitar.... sound quality is not that much good... perfect size to handle comfortably... GOOD guitar for beginners,3
Very Happy with the product!! The quality is fabulous!! Thank u Amazon!!,4
Good,4
"The guitar bag's zip was in damaged condition with no option to open and close, the quality of the bag is so poor which directly indicates the quality of the guitar will.",2
Best deliveryGood quality of guitarAnd its best is at a very chip priceWorth of money,4
When i went to recieve guitar my happiness was at peak level. But after i opened the packing it all crashed because i got a guitar with damage it has crack at back side of frett and if i dont get that damaged product it was really good at low cost for beginners . So friends what I suggest every one is to brought a guitar from any good instrument store so that you can satisfy with that product other you may also face same type of problem like me !,1
I was looking for full guiter set and it was mentioned in product but i did not received full set,1
"These r my initial thoughts, would update after some time. seeems gud",5
Good,5
Packaging very good and guitar is very nice and good quality I'm very happy I got the 🎸 before the delivery time,5
This is superb my 1st guitar... I am very happy with it. And the delivery is also very good. I will refer others to buy this. Thank u Amazon...😁😊👍,5
Very good product,4
"It is perfect for teenagers, not for adults, looks good, sounds good but it is not durable...at this price ok...",4
I have some experience of playing guitar. After lot many efforts which I had put in to tune this guitar I come to this conclusion that this is not a guitar which you can play this is only a show piece which can be used to decorate home or shop. Lost all E strings but could not tune it. That was so painful. I didn't like this guitar and want to return it back. Don't buy this cheap guitar you will end up nothing but like a losser. I want to return this crap.,1
Good for my son as he started learning.,4
Good product,4
Thanks for the beautiful guitar in cheap rate ....thanks to the seller,4
Nice,4
Its may good,2
"Good one for beginners, value for money",5
Good product,5
"I am happy with this piece. I just hope it was more cool but given the price bracket, this is good enough",3
Little lightweight but good for beginners ..sound quality is good ..im happy with this Gitaar..,5
Nice product every begginers should buy it🥰❣️,5
"As per the price, it is a very good product for beginners. Good sound quality!",5
Nice for learner,5
"Too good product , feeling nice to get it , just thanking you Amazon...",5
"This is what a Gambling is ,how they fooled me, I realized very late , But being honest.Product delivered is not same as shown in the picture, Seems to be it was a used one,the bridge is completely different, and the strings Obviously are of low quality. I have shared a picture of the guitar, please check. And please double check the product once its delivered.",1
Awesome,5
It's good for beginners.....,4
Osm... It's mind blowing very nice.... Guitar I m Soo happy to get it.... Thanku Amazon for good product,5
Nice,4
I LOVE the World of art and tell me what I am a YouTuber and I am a little bit disappointed with the guitar strings,5
Ok,3
I got a damaged product.really I am  feeling very  sad.,3
Good,4
Been playing this for 2 months.... and it marks its quality  .,5
The product is awesome for biggners.  The Strings are and sound quality is good.,4
i use this from 1 year and learned so many things til date. easily tuned. easy to play all cods supperbb,5
I like this product and it's meeting my expectations.,5
It's design quality is good,4
Awesome for begineers with good built quality.Tones are nice at high tune.Handy and easy to carry,5
At this price I never expected this much good quality guitar and that too in a rare wood color.,4
Strings are situated very high position from finger board.It should be more nearer to finger board.,3
The sound quality not so good .,3
"The strings are weak, and the bridge made up of platic is low quality.Tough to tight the strings and got broken wile adjustment",2
I love it. Good for beginners and should go for it.,4
"The guitar is cheap but comes with a price. The tuning does not stay in place and upon tightening the strings, the nut seems like cracked and lifted off. The G, B, and E strings are too high from the fret board and hurts your fingers while trying to play the notes. Another downside from Amazon is that we can only get a replacement but no money back. I do not recommend this product.",1
Being a beginner was confused whether to go for Yamaha f310 to get the best in range of 10k .....but until you firm on your passion one can do practice on this guitar.Awesome sound and very handy though its not full size of 22 fret....perhaps 18 fret neck not disappointing at all. Go for this if you are beginner.....sure won't regret.,5
good for a beginner...my son was happy unboxing the package...sound is sharp and pretty loud...build quality is better than expected...no complaint about the packing..,2
"Very nice product. Great for beginners as well as experts. The only problem was that the guitar cover's zip was broken. But still, a big thumbs up from me!!",5
Very less space between stings for normal fingers. May be good for only thin fingers.,3
"Tuning key is not free, but perfact for this price",3
"Excellent value for money, complete package, with extra set of strings",5
"Worst experience, only good thing was product delivered on time rest everything is wrong, it was broken, strings were not on the place. Even the delivered problem is different as it has a weird circle pattern which is not in the original pictures they have shown.",1
good prod for learner,4
Product is very good you can bey this product,5
Very nice product I am loving it...,5
Very very very very very nice guitar for beginners,5
The product arrived with one less string so have had to order a set .,3
Very nice product. Juarez a very nice guitar and packing so nice thank you very much amazon. Nice app,4
This guitar is too good guality is very good,4
Very nice product for beginners,4
Very nice product Amazon is the best,5
"Nice, Very good for beginners.",4
String is tight,3
All things are good.....but haven't send the guitar pick inside it... that's not fear....,4
Sound quality very poor doesn't seem product worth money.,2
Loved the guitar and the packing so it will come safely without breakage.,5
Good for beginners,4
Ok ok,4
Nice,3
"Pretty Awesome for beginners, i love the way it is and it sent..Thanks alot",5
Very best packingBut packing thodi choti karoAesa lagta hai tv order keya hoBut very best sound quality and build qualityGood for beginners,5
"Amezing Guitar for beginners and sound quality is best , you can go for it.",5
Good for learners...,4
Sound quality is good,4
For beginners,5
The product was too good but the packaging of a product not very good.,5
Everything was good except string quality.It hurts your fingers.,4
Very good,4
Excellent. Good quality. Affordable price.and comfortable for the beginners. Loved the product ❤️.,5
sound quality is not so good and the strings are super delicate,2
Best guitar for beginnersSound quality is good,3
Excellent product,4
The awesome sound and and the colour combinations is soo cool... love this guitar ...,5
Good,4
Wested For money,3
"The media could not be loaded.
                



 Package is good but damege",5
Guitar which i had Purchased sound quality is not good Thats why i returned .....After Getting new one I will review,2
Every thing is good but size is little bit smal for me that's why I need to return that product 😭,5
Nice,5
The product was nice and the quality was excellent .It was above my expectations.  But the delivery boy asks for Rs 100 for delivery. That was not mentioned in the terms and conditions.,5
Front  side  OK  but  back  side  of  guitar  damaged very  dissapointed,2
"Overall is good, but fret design is not professional and need to be improve.",4
verry nice guitar for beginners,5
"I am a absolute beginner with no music back ground. But always wanted to play with guitar and also want to influence my 4 year daughter to love and learn music. I found this guitar really full filling all my needs that ' it plays superb, looks superb and came in the pretty low budget with ultimate quality'. I loved it.",5
Good,5
"Would have given 5 star but for the Belt, which is too small. Can I get a longer one which I can adjust?Otherwise the guitar, packaging etc are good.After 4 months upgrading the review to 5 because of the quality and sound. Thanks team",5
Be cool,5
"This guitar is so beautiful, but guitar bag is very bad, sound quality is good and picks is good ,but I think this guitar is v. good for beginner",5
This is very nice product for beginners. You should buy it.,5
I like the product..... I am totally satisfied with it 🥰🥰,5
Nice product...same as I ordered...I like it..I am satisfied,5
Got it for 2000/-,5
Loved it the sound quality is also goodPerfect guitar for beginners,5
"Good product. Yes, I am very happy and satisfied. Thank you Amazon Dear.",5
Good product .. at this price,4
"The product is very nice in terms for beginners, sound quality and packaging",5
Happy with  design and colourAffordable good for beginners,5
"Best for learning to play. Love the sound. Just wish it came with a girl friend. I mean, there was everything else: extra strigns, picks, strap, cover, Beethoven's skull, Martian germs, thoughts and all ;P",5
Good for beginners,5
Not Bad in Low Cost.......I think its Superrrrrrrrrr Guitaar For BeginnerIf you want start learn itThen I suggested to buy this Guitar,4
"The guitar is a little bit smaller than I expected,but it is alright,not complaining about that!looks like value for money,can't talk about durability cz haven't used it yet.the accessories were supplied as promised!any beginner looking for a low budget guitar can give it a try!",5
This was beyond my expectationsDont think soo much just buy it ❤❤Packaging was awesomeSounds really goodPerfect for beginners,5
NICE GUTIER IN THIS RANGE MUST BUY VALUE OF MONEY ♥️♥️♥️♥️♥️💐,5
The guitar is awesome..high sound quality with highest quality standards of packing,5
It's a entry level guitar,3
good product .. i like it,5
nice,5
Good productCan be bought...Satisfied.....,4
Feel so much awesome....good quality of packing.delivered on time....best in cost product.....,5
Like,4
Fantastic guitar I liked it Colour and quality of the guitar is superb and worth buying for 2290 but this guitar is for beginners,3
Superb product,4
🐩,4
"Awesome quality,  my kid loved it.. Just the same as it was shown in the picture and review... Thanking the vendor and Amazon for not breaking trust....",5
Yo this the best basic guitar you can have you can anything easily in this guitar!!,5
"It's overall good, but it took an hour to adjust it's string in the right way. Anyways, totally good for beginners",5
Very nice amd affordable guitarIt is really good for the beginners,4
Best guitar for beginners I recommend this product.  ...,5
It's a good acoustic guitar for beginners strings are good decent strap and set of strings but quality of bag is poor over all guitar is good,5
"You may think this will be a pretty decent guitar for you but if you wanna actually play the guitar, then get a better one. This one has low frets as mentioned, the quality of wood and the strings was awful, same goes for the way it's made. Having such low number of frets make it harder to play some songs. However this depends on you, but even if you are a beginner, get a better guitar in the price range of 5000-10000 INR. I returned this guitar because I had expected something better than this. It is really a toy.",1
Too small.,3
Nice guitar,4
Good one for beginners. Good product in given price.,5
Damage product deliver.bad quality,1
"The looks and all is everything okay, but the fretboard and the string got a lot gap btw 'emIt make is harder to play or learn anything on it.The gap is larger than there should be",2
It is good for begginers.,3
Sound is not good,4
"I am a beginner and started my classes with this guitar............it is verryyyy good, sound is awesome, i play it in church...am very happy that at this price guitars are made available for people....thankuuuuuuuuuuuuu ammmmmmmmazzzzzon'",5
Gap between string and neck is too much! Rest all ok!,2
Not bad,3
Nice,4
Fabulous. Best for beginner's,5
Love it,5
Good.thanks amazon,4
My sister loved it,5
Could be better,3
"Very good for beginners, low budget, average quality.....thank you!",4
One of the strings of the guitar was not there only. And in the spare strings there were only 5.Please Resolve this issue asap.  I am not able to use my guitar as one of the strings is missing.Look into it,1
delivered on time. performance is good.con:1. paint finishing is not good.  2. minor cracks where heel is attached to body.,2
Read the earlier reviews and agree. Its a VFM product and very decent. Great for beginners. Do buy. My son is very happy with it,5
It's very good for the beginners.,5
Good,3
My son is very happy,5
Economical compare to other site.,4
"It's a good one. My kid loves it. Sound is amazing.use a better tuner. If u dont have a physical tuner, you can download the guitar tuner from Google app store and tune it for better results.",5
i like it,4
very good for kids age 10 y,5
"Really good product for the given cost. Children were very happy. Beautiful looks. Value for money, worth buying it.",5
It was a nice thing for beginnersAnd the beginners have a good chance toLearn how to play guitar,5
"Quite satisfied with the  product, really  good for  beginners!!!!! Amazing sound  quality and bold presentation...",5
Very good for cheap price good for beginners 👍👌,5
Very comfortable. Perfect price range.,5
Bag Zip failed in 1st attempt only,5
All good,5
Awsm product,4
Built quality is good,4
color is good,3
My son is sooooo happy😊😊😊😊,5
Very nice product,4
Amazing go for it.,5
Neck is band,1
Damage guitar,1
Guitar is very nice and finishing is superb,5
Good,4
Value for money. Its perfect for beginners,5
I like this product but your delivery service is bad.,4
I would suggest it to all beginners.  Just go for it..,5
Good,4
Good guitar for learners.. Good product value for money,4
It is very good for biginner good sound and quality very good guitar for biginner,5
Packing was superb and colour is good,5
Must buy for beginners. Very good quality.,5
"This is a good instrument. has everything needed to get started, Set of extra strings, belt, cover Etc. Nicely packaged and very well priced.",5
Tuning doesn't match perfectly... I had a bunch of hope but this guitar is totally not worth of money,2
Best budget guitar,4
"The media could not be loaded.
                



 Recieved a defective product with cracks near neck.....and broken E string",2
IF POSSIBLE PLEASE RETURN.MY HARD EARNED MONEY WAIST.IT HAS NO TUNE NOT USEFUL AT ALL.TOTALLY WASTING OF MONEY. PLEASE TAKE SOME EXTRA AMOUNT AND DELIVER SOME USEFUL PRODUCT.IF POSSIBLE PLEASE RETURN IT SO THAT I CAN BUY A PUMA SHOE WITH THAT AMOUNT.SHAME ON AMAZON,1
Actually this guitar wonderful for beginners .,5
It's a very good guitar for basic Learners. Very melodies sound,5
"If you're a beginning to learn from scratch, it's perfect for you and that's i cant come up with other compliments...",2
"Crack on front of guitar , i have to replace it but when i select replace item then it is showing of returning item.",2
Nice,5
Good,5
Nice quality product,5
Nice guitar,3
"Very good product for beginners, I enjoyed a lot, value for money.",5
Nice product.,3
I got what I wanted.,5
It's good,5
Verry good,5
Not bad,3
Just ok,3
Val hoi,5
Superb,5
Good product for beginners. Value for money,5
"Good product,Sound quality is so good....Value for money......",5
Yes its good....,4
Sound quality,5
"We ordered Juarez guitar and received a defected product with very loose string that would keep coming out. Replaced the same day, got the replacement guitar today - it’s broken . Is there any product and quality check done before sending off to customers? Waste of money.",1
Recently I purchased this guitar. This is not bad. But the items along with this guitar are not good. Packing is good..,3
Ok product,4
The guitars is of very cheap qualitySomeone who is serious abot learning guitar should avoid buying it,2
Good packaging and for beginners it's good,5
Gd,5
Very nice sound quality Is very better in cheep price looking are so beautiful,5
Very good quality product i brought it to my son he is 8 years old and he is very happy to see it,5
The guitar's neck was broken and it was clearly a used product  as package was already opened and the carton in which guitar came had another address slip half tore. Very bad experience. I have returned it hopefully refund process will be smooth,1
Sound is nice. Good enough for beginners. Good price. Colour is awesome.🤘,5
Good product in cheap price.,3
Nice colour 👍,5
It's was osum every thing is good,5
Perfect 👌 for new players,5
"Poor quality of wood, my son was using it rarely, it got break in two parts from top (handle).",2
Good for beginners. I thought it comes in regular size. This is small size.,2
Good for beginners,5
Thanks for Amazon it's an amazing product,5
Nice Product..,4
"Guitar is damaged sound box is broken ,there is a huge crack and has a guitar pick missing",1
Look attractive but performance is average,3
Good for beginners,4
Good,4
"Hi Amazing Team,I am really surprised as It was mentioned in the package,  there will be picks, string and cover of the guitar,  but surprisingly it was not there.  I ordered more products but I immediately cancelled all after such experience.  I may be wrong,  but please confirm once if it was included an( if included,  May I get the add ons or not.Looking for your prompt reply please.RegardsAdv.  Pankaj Sohal",1
Amazing product,5
It’s worth buying such good product in low price..Good product,5
Good quality,5
Good product simply superb,5
This product is perfect for beginners.,5
Very good guitar. Value for money product. Everything was delivered as shown in the photo.Would highly recommend it to anyone who is looking for a budget guitar for beginners.. It is my first guitar...So happy;!!!! thank you Amazon.. :),5
good product,4
Best guitar for beginners quality is good.and according to me perfect size thanks Flipkart.,5
"Very nice product, very much helpful for my kids",4
💓💓Very very nice product...i am soHappy baying this product..And parsonaly..thanks in...amazon.facility.💓💓,5
Best guitar for beginners,5
1st of all the packing is to bad.Other than that the action is too high.,2
Its very good for beginners,4
Worst quality guitar don't buy,3
Guitar,4
Nice product.,5
Guitar feshing is nice colour is good qulatity &.. guitar is good,5
I love it,5
I got the guitar checked from an instrument seller.,1
Worth for this price range,5
This Product bad sound quality...,5
Damaged product received.,1
"It is a perfect  guitar in low price to learn begging lesson of guitar,  even sound is very good.",5
Amazing ! Just amazing,5
Wonderfully designed..... Good for every beginners.... For the sake of my sister I bought this.. We are using in our family prayers.... To sing songs...,5
Money is worth it for this product. And best guitar for beginners.,5
We best quality for beginners,5
Better for kids beginner size too small,2
I love this product,5
Greatest product for growing children.,5
Awesome guitar in such range,5
Best for beginner,5
This guitar is OK. But the action is very high in this one.,3
Excellent guitar for beginners! Sound quality is amazing.,5
This Guitar For Beginner.......... Very Cool Guitar ......... Awesome Sound Quality... .  ... Fabulous Look........ This Guitar Unboxing Video Available In YouTube.........  Channel Name :- Musical Jagat,5
Best guitar for beginning,5
Frets are too thin and shallow. You need to press harder to get the chords right. Practically unplayable. I have this guitar been learning for more than 2 months. The callouses have developed but the pain doesnt go away,2
Guyz bohot achi guitar h...but only for beginners...ap kharid sakty hai,5
Minor defect,5
"Value for money Product , But remember its made in China.",5
Super dealI'd recommend using lighter gauge strings though - the ones my came with were pretty heavy on the fingers,5
Ok,4
I liked the product,5
It's awesome,5
Good product!,5
Good product,5
Good product,5
Delivery is not on the time but pagking is very good,5
The wooden part is brooken I recommend to have look. Before tuning it and use accordingly,1
Good,3
It really to good,5
Replace it ...,3
The guitar is coolI just started to learnIt's perfect for beginnersGood sound qualitySuperior product for this price range,5
"Product quality is appreciable, no cheap product feeling, sound is decent. Perfect for beginners and amateurs.Final verdict - Go Get It!and thanks to amazon and seller for making great things happen.",5
Overall good👍🏼,5
"I didn't expect the sound quality, which is very ""Worst""., bridge and tuning head is very cheap in quality that strings are get losen very often (while playing- I'm not kidding) also the gap between the strings and fret board is wide(very).. Not at all useful for begineers..",1
good GUITAR AT₹2000,5
Good for kinds which are starting to play guitars,4
Aewsum,5
Superb guitar for beginners.. Have a nice sound quality..,5
Good Gob,5
Superb the quality of sound was little bit annoying!,5
Nice one..,5
Really grateful,4
Like but low quality,1
Asome,5
"I ordered 2 of them with different accounts.One had no  bridge,saddle,Tuning machine,pickguard.While the other was pretty good a and was not varnished.while the other was awesome.Go for it.",2
SATISFACTORY,3
Waaaoooo that's awesome!!  I loved it❤ nice sound as well as great looks ❤❤😏❤very nice packing ❤thank you so much Amazon,5
Amazing product .....Small in size but good for 12-18 year children....... Good sound qualityEveryone should buy....,5
Good,4
It's an Amazing Guitar By Jurez .Amazing colours with glossy finish.budget friendly $$ .You Must Try This For Better Experience.,5
very nice,5
Great product,5
Its for beginners,4
Best product,5
Fine it's good in this price,4
Happy with the deal 😊,4
Not as good as you expect,3
Quality and price unbelievable!! Great product thank u Amazon.,5
"The Guitar had a hole, also the packaging was damaged due to which the guitar may have had a puncture hole. Hope the replacement is done in good condition",1
Not bad,3
Not at all good I order this guitar and when received the fret board was not proper and it was chipped now I ask for return but no one is coming to take,1
It is a good guitar,5
just good for learning.,3
In this price avreage quality ..but stirngs quality is very poor ..sound is so avreage,2
Very good looking fine packing though we don't know how to play guitar.,5
The product was damage. Pliz refund it.,1
It's good for all types,5
"Very good product, value for money for beginners...",5
"I purchased this product from my child who has just started to learn how to play, I would say it is good for beginners. More so worth the price.",5
Good,5
The guitar is good according to its price. Best guitar for learners. The E6 string sounds little odd. Still it is the best for learners.,5
Price worthGood qualityGreat packagingLow cost for such a amazing product.,5
"Got damaged Guitar, it was very badly damaged. I applied for return but the delivery boy was telling like you have applied for return not for damaged, simply they ara playing!",1
The product quality is excellent. It came with extra strings and other accessories...Amazed!!!,5
Nice product in that priceSo cool,5
Quality of strings are very poorWhile tuning guitar both the strings broke,2
Pretty good at such a low price,3
Average,3
Low quality,1
Gud product,4
"Awesome product,very good sound quality,nice packaging...thank you amazon",5
Best for beginners. Good sound and strings. And its good the seller provides extra string pack,5
Really it's too good & thanks Amazon,5
Very hard strings for beginners,5
Perfect even if low price....,5
Excellent Product... Good Quality n Good Package.. Worth It.. In less price..,5
I'm so happy product is very bestBut delivery not good,5
Good quality.... Not disappointed atall...love to shope more on amazon😁,4
Wowwww awsome product,4
"The media could not be loaded.
                



 The fret board. Sound quality very poor. Tuning the guitar is challenging",1
"One of the strings was found to be broken when the package was opened. Also, other accessories were not included in the delivery. No picks, strap and strings are given",1
The packaging was perfect. I guess the damage preceded the packing. I chose replacement option. Looking forward to see the quality of the replacement guitar,1
Good,4
Its really nice in the budget...atleast for beginners...nige sound... fretboard is also good.... Must buyAlso u get some accessories...So...go for it,5
The finishing was not good...the strings didn't worked properly...but at this price the product is good for the beginners.!!,2
3 strings same tone... Toy,1
Really loving it👌,5
Little small in size but sounds good.,3
Amazing Product. A smaller size than usual one but perfect one for a beginner. Recommended!! Value for every rupee. Thanks Amazon,5
Good one to buy,5
nice guitar,5
"Getting lots of problem, it is not working fine,  i think product is defected, there is a sound problem. i am not happy with amazon products. I request to please refund my amount.",1
"It got brake after my friend tightend the 4,5,and 6th string soits neck cant handel the pressure of it and broke.i dont recommend anyone to buy this guitar ...o will update the vedio link and the building materials are also poor quality better to visit local shop and buy some good guitar I  1980",1
So good product in this price,5
Looks are superb but not for professional users. You can just use it for your practice purpose only.,2
Osm perches🔥🔥🔥,5
Good for beginnersFairly good sound,5
Very bad product...after 1 month wood pieces vibrates while play guitar ...I used 50 ml super glue 2 strengthen body....,2
"I ordered this on Saturday 4th March and received on 7th March but I received it and there was no extra string as mentioned in the product details with the bag and no picks. And it has A SCRATCH ON THE CIRCLE RING AND A YELLOW STAIN NEAR THE BRIDGE.Sound quality is not at all good sound quality is pathetic, it sounds like some plastic guitar.Make sure you guys don't go for it.",1
Good product,5
Need to improvise the quality of the guitar.as I want to order better quality guitar kindly consider my return request .,1
The looks was good but the product was not of very good quality and was a damaged one,2
Value for money.,5
Good one,5
Very good product. Perfect for beginners.,5
Very bad item I received one and found it broken from the back and I'm not being able to return it,1
Very bad first impression because of Two reasons -1. Guitars right side neck portion has small scatches.2. The guitar case is not in good condition. It is very dirty.,1
I have been waiting since long and what I got -->is this defective piece!'Broken handle scratchy base .Only one recommendation -->donot buy this item,1
Best product,5
Excellent product i like it,5
Very good product excellent,5
First time I'm buying guitar. I'm a beginner in guitar. But i got a product which sound Buzz in the 3rd fret.  3rd fret level is very low when compared to other.,1
Very nice product... On time delivery...and this guitar is very good for beginners...So don't hesitate go ahead n order it...💓💓😁😍😘,5
Nice product with this price,5
Gud,5
Very affordable. With quality and sound.,5
Quality is poor.,2
Good for beginners,5
"Awesome guitar thanks juarez and amazon providing this guitar, at very reasonable price with very fine quality.Sound perfect, lookwise fabulous.",5
Good,4
Awesome,5
"Tune problem, received with fault.",1
"Very good product, look awesome",5
Really good product..,5
Good,4
Gthh,5
Main sticker was not pasted it seems someone returned it or used it,2
Superb.. I just loved it,5
It's best experience for me,5
Good product.At low price.,5
Very nice sound quality,5
I recommend  you  to buy this guitar  if u r beginners sound r almost,5
Jaurez Natural color guitar deserve 5 star. Just amazing guitar. After tuning its sound too sweet. Thank you Amazon.in,5
Sound is very bad 👎👎👎👎👎👎😰😰🤬,1
Its just awesone  i loved the product  and i suggest all to buy this  👌 best guitar in very cheap price,5
Waste of money,1
Bad quality guitar return it sound is also bad no need to buy,1
"Not good, not bad",1
Not bad,2
Osm guitar for beginners .Sounds well and amazing .,5
Supar,5
"They delivered a defective guitar (Crack in truss rod).I requested for replacement, hope they will redeliver a good one with no cracks.",1
Size is little short,5
Nice one its very good for beginners 🤘🤘🤘👆🤘🤘🤘,5
Super,5
"First of all, hats off to amazon for awesome packaging.. m a beginner in guitar so all I can say is amazing product in this price range.",5
This is very awesome guitar for beginners,5
Strings are best,5
Worth for beginners.,5
My kids are living the guitar,4
Nice,5
Very very good product,5
Good,5
Good produced Amazon thexxx,4
Best,5
Good product,5
Sound quality is good,5
Worst product.The situation of it when delivered to me was completely damaged.please don't buy from such a fraud site.,1
Very nice,5
Fantastic guitar. Value for money.Best for the beginners.,5
Best for beginners... Same as shown in description.,5
Good packing and nice quality on this price.,5
Nice,5
Product I received was broken. Packaging was damaged. Guitar plywood was broken and strings were ruptured. Highly unsatisfactory!,1
"Nice, cheap for beginners",5
I received defected piece and i cant even get refund in my bank account ....they only give continue option only on amazon pay......amazon is sucking now a days,1
"This is a musician for all the kidsKeep this safe for a very best product,jvk",5
It is good .but I wanted big size.n I want to return it.but there's no option for return.replacement is available.,1
Good beginner guitar,3
Best for the bignner.,5
Awesome,5
Best in budget,5
Good,2
Very Good.,5
very cheap and bad fret board string height is unrealistic better buy yamaha if you really want to learn,1
verything good accept string😅😅,5
Received broken instrument.... All the excitement of kids went down.,1
My product was defective the string was broken and even the guitar was not having the finishing,1
Its a good one for starters 👍,4
String is not proper and sound is not working,1
It's worth the money... Good product and good quality....,5
Very good,5
string bad  not good proformance string is is showing wrong during tunning on tune app and last thing not good sounds and action is very bad,1
🤔🤔,5
very nice,5
Excellent,5
Excellent,5
Its a very good product in such a cheap price. Really great experience playing it.Sound is very nice and it looks to beautiful.,5
Good...best quality,5
Very good,5
Hard to tune,2
Packaging was good … Product meets expectation.,5
I am happy with the product,4
Aahhh what i say its just a piece of ...... Dont buyYou are wasting 2000,1
Accessories not received,1
Good,5
Loved it,5
Nice,5
Good,5
This product is as per my expectations. Full budget 🎸.,5
Not so good,2
Best guitar at this price segment.,5
Good product. Quality superb.,5
I recieved a defective piece and it's sound quality is also not good. It's vibrate without rhythm,1
The delivery was on time but I received a broken item and some accessories were missing.,1
It's a very good guitarBest in best price,5
Good for this price range,2
Good one,5
Good quality in this price.,5
Really good .go for it.,5
Has good sound qualityAnd perfect for biginar,5
Totally useless.Cheap and low quality sound.Not worth it.Go for a little more expensive.This is not worth,1
"Very nice guitar, best quality , super sound ...do not think just go for it.",5
Sound quality bad,1
Nice products....,5
It's good for beginners,5
"It is good, suitable for beginners.",4
Good for beginners,5
Look is Very Good,5
My first guitar...High quality at this price .,5
Really very nice product at very low price...,5
Bad quality.,3
Perfect,5
When i open parcel its broken nd when i replaced also new one was broken from inside of parcel,1
Very nice product,5
Good,5
"Yep,,,, it's a nice product...... really value for money........",5
Best for begineers we can learns the chords and try it out,5
The thinnest string broke in half day when I played for the first time and while playing frets sound does not come properly even after changing the thinnest string.,1
"Beautiful to use and the size seems appropriate for a 5 11"" and received bag, strap, additional set of strings with picks... Impressed on first day",5
Finally i install a pickup for my amp. It cost me rs20 only.,5
I ordered it for my daughter and it is completely broken.,1
Good for beginners,5
Never buy this.... Had a terrible experience..... Not recommendable for beginners too,1
"Received scratched one and the guitar is for kids or for under 18 years age group. You cannot consider this as a professional guitar or a good one to start with. If you are under 18 years of age and want to start playing guitar, then you can think of buying it.",1
Awesome Guitar and tone,5
Good,5
Looks good,5
As describe the product is actually like this.  Awesome packing. Sound quality is good. Thanks Amazon good service.,5
My guitar is very beautiful or esaka sound deep sound है thanks amazon,5
"Disliked it, find unworthy. Please return my money.",1
Very poor Quality and damaged piece,1
I found it in worst conditionI'm really very disappointed,1
Best for begginers,5
Awesome delivered.....nice product,4
"Product is so cool....worthy  for amount,just loved it",5
Worst product ever please do not buy it 🙏🙏🙏🙏Cheap sound quality,1
Item nt as described,2
Its only the picture. Dont buy it. It seems like it may be very nice and i even buy 2. I don’t understand why people give 5star. I think thay keep it for senary.,1
I like,5
I am waiting from 1 month for this item!! when coming in stock and I bought this  I M VERY HAPPY,1
"Poor in quality, not able tune strings.",1
Just don't buy this . Worst quality. Got a scratched one but thought to use it rather than returning but later the neck also started breaking . The replacement strings provided had 6 strings of 3 sizes means 2 same strings each . Plz buy it on some shop by viewing personally.,1
Ok,5
Like,5
"The media could not be loaded.
                



 Sound quality is too bad ....improve here",1
Good product,5
Good in this price range,5
Amazing at this price,5
I don't like the shape of guitar now I want to take a new guitar with exchange of this guitar in amazon,1
The string was broken and didn't receive the extra string pack with pick as mentioned in the product description.,1
Good product...,5
Good,5
Nice guitar. Bt poor wood,5
Awesome..,5
learners model,5
"It is very awesome guitar sound is very good , packaging was incredible very very good job done by amazon ,i am imprees.",5
VERY BAD .. CHINESE PRODUCTIT'S STRING QUALITY IS BAD,1
Do not buy the product please it's my request.Very bad product,1
The guitar is too small.  Just like a toy! There is no extension for sound.,1
"This gitar is medium quality,front board is not proper. The strings key is not proper.wood quality also poor.",1
this is best thing yet I hav received from amazonELATED by this,5
"Good guitar for bingnars, low costAnd good sound sound quality",5
Very unsatisfied with the product.. one string was already broken and another string was missing..quality is so cheap....Didn't got the accessories except bag so much unsatisfied with the Amazon delivery service and with the product tooo,1
Good,5
Superb,5
Guitar is good but accessories are missing....,1
